SHOULDBE ,STATE,ABBR,CURRENTNAME,fips,lat,long
Tyrrell,North Carolina,NC,Surry County,37171,36.415416,-80.686463
Union,North Carolina,NC,Swain County,37173,35.568849,-83.465614
Vance,North Carolina,NC,Transylvania County,37175,35.210103,-82.816666
Wake,North Carolina,NC,Tyrrell County,37177,35.87042,-76.165345
Warren,North Carolina,NC,Union County,37179,34.99182,-80.530426
Washington,North Carolina,NC,Vance County,37181,36.365481,-78.405434
Watauga,North Carolina,NC,Wake County,37183,35.789846,-78.650624
Wayne,North Carolina,NC,Warren County,37185,36.398105,-78.099899
Wilkes,North Carolina,NC,Washington County,37187,35.844713,-76.572291
Wilson,North Carolina,NC,Watauga County,37189,36.235368,-81.709888
Yadkin,North Carolina,NC,Wayne County,37191,35.35419,-78.00867
Yancey,North Carolina,NC,Wilkes County,37193,36.208883,-81.166095
Adams,North Dakota,NC,Wilson County,37195,35.700357,-77.921598
Barnes,North Dakota,NC,Yadkin County,37197,36.158765,-80.665164
Benson,North Dakota,NC,Yancey County,37199,35.889326,-82.303954
Billings,North Dakota,ND,Adams County,38001,46.096815,-102.533198
Bottineau,North Dakota,ND,Barnes County,38003,46.94255,-98.070195
Bowman,North Dakota,ND,Benson County,38005,48.071743,-99.351152
Burke,North Dakota,ND,Billings County,38007,47.007044,-103.364016
Burleigh,North Dakota,ND,Bottineau County,38009,48.794412,-100.831257
Cass,North Dakota,ND,Bowman County,38011,46.110144,-103.505943
Cavalier,North Dakota,ND,Burke County,38013,48.786453,-102.520087
Dickey,North Dakota,ND,Burleigh County,38015,46.978829,-100.469533
Divide,North Dakota,ND,Cass County,38017,46.927003,-97.252375
Dunn,North Dakota,ND,Cavalier County,38019,48.768439,-98.46379
Eddy,North Dakota,ND,Dickey County,38021,46.107756,-98.496518
Emmons,North Dakota,ND,Divide County,38023,48.814754,-103.509326
Foster,North Dakota,ND,Dunn County,38025,47.354557,-102.612322
Golden Valley,North Dakota,ND,Eddy County,38027,47.723436,-98.900474
Grand Forks,North Dakota,ND,Emmons County,38029,46.284255,-100.237842
Grant,North Dakota,ND,Foster County,38031,47.471431,-98.872876
Griggs,North Dakota,ND,Golden Valley County,38033,46.938924,-103.844612
Hettinger,North Dakota,ND,Grand Forks County,38035,47.926003,-97.450851
Kidder,North Dakota,ND,Grant County,38037,46.357827,-101.639049
LaMoure,North Dakota,ND,Griggs County,38039,47.456334,-98.232286
Logan,North Dakota,ND,Hettinger County,38041,46.435704,-102.454238
McHenry,North Dakota,ND,Kidder County,38043,46.938273,-99.731198
McIntosh,North Dakota,ND,LaMoure County,38045,46.464195,-98.526057
McKenzie,North Dakota,ND,Logan County,38047,46.469278,-99.504585
McLean,North Dakota,ND,McHenry County,38049,48.233842,-100.633267
Mercer,North Dakota,ND,McIntosh County,38051,46.108682,-99.416487
Morton,North Dakota,ND,McKenzie County,38053,47.742475,-103.403215
Mountrail,North Dakota,ND,McLean County,38055,47.530459,-101.353087
Nelson,North Dakota,ND,Mercer County,38057,47.307147,-101.833328
Oliver,North Dakota,ND,Morton County,38059,46.710819,-101.298265
Pembina,North Dakota,ND,Mountrail County,38061,48.210073,-102.364895
Pierce,North Dakota,ND,Nelson County,38063,47.918667,-98.204428
Ramsey,North Dakota,ND,Oliver County,38065,47.118079,-101.33142
Ransom,North Dakota,ND,Pembina County,38067,48.766896,-97.545405
Renville,North Dakota,ND,Pierce County,38069,48.238883,-99.966497
Richland,North Dakota,ND,Ramsey County,38071,48.266163,-98.739031
Rolette,North Dakota,ND,Ransom County,38073,46.449276,-97.647554
Sargent,North Dakota,ND,Renville County,38075,48.712781,-101.658152
Sheridan,North Dakota,ND,Richland County,38077,46.265219,-96.93796
Sioux,North Dakota,ND,Rolette County,38079,48.768271,-99.840463
Slope,North Dakota,ND,Sargent County,38081,46.108204,-97.630051
Stark,North Dakota,ND,Sheridan County,38083,47.581359,-100.330986
Steele,North Dakota,ND,Sioux County,38085,46.110618,-101.061284
Stutsman,North Dakota,ND,Slope County,38087,46.445834,-103.462462
Towner,North Dakota,ND,Stark County,38089,46.817031,-102.662026
Traill,North Dakota,ND,Steele County,38091,47.451062,-97.71892
Unknown,North Dakota,ND,Stutsman County,38093,46.972223,-98.956123
Walsh,North Dakota,ND,Towner County,38095,48.682183,-99.248158
Ward,North Dakota,ND,Traill County,38097,47.446215,-97.164754
Wells,North Dakota,ND,Walsh County,38099,48.376979,-97.72223
Williams,North Dakota,ND,Ward County,38101,48.216686,-101.540537
Saipan,Northern Mariana Islands,ND,Wells County,38103,47.580851,-99.682213
Tinian,Northern Mariana Islands,ND,Williams County,38105,48.355765,-103.501333
Adams,Ohio,OH,Adams County,39001,38.834468,-83.478082
Allen,Ohio,OH,Allen County,39003,40.771627,-84.106103
Ashland,Ohio,OH,Ashland County,39005,40.843273,-82.270127
Ashtabula,Ohio,OH,Ashtabula County,39007,41.906637,-80.745592
Athens,Ohio,OH,Athens County,39009,39.332604,-82.045844
Auglaize,Ohio,OH,Auglaize County,39011,40.561309,-84.224018
Belmont,Ohio,OH,Belmont County,39013,40.017682,-80.967727
Brown,Ohio,OH,Brown County,39015,38.931377,-83.866772
Butler,Ohio,OH,Butler County,39017,39.439747,-84.565734
Carroll,Ohio,OH,Carroll County,39019,40.579884,-81.090787
Champaign,Ohio,OH,Champaign County,39021,40.132775,-83.767604
Clark,Ohio,OH,Clark County,39023,39.917032,-83.783676
Clermont,Ohio,OH,Clermont County,39025,39.052054,-84.149485
Clinton,Ohio,OH,Clinton County,39027,39.430225,-83.795682
Columbiana,Ohio,OH,Columbiana County,39029,40.770073,-80.778455
Coshocton,Ohio,OH,Coshocton County,39031,40.29671,-81.930109
Crawford,Ohio,OH,Crawford County,39033,40.848524,-82.924783
Cuyahoga,Ohio,OH,Cuyahoga County,39035,41.760392,-81.724217
Darke,Ohio,OH,Darke County,39037,40.131542,-84.621248
Defiance,Ohio,OH,Defiance County,39039,41.321679,-84.486433
Delaware,Ohio,OH,Delaware County,39041,40.278941,-83.007462
Erie,Ohio,OH,Erie County,39043,41.554006,-82.525897
Fairfield,Ohio,OH,Fairfield County,39045,39.747694,-82.626685
Fayette,Ohio,OH,Fayette County,39047,39.555246,-83.461893
Franklin,Ohio,OH,Franklin County,39049,39.969875,-83.009086
Fulton,Ohio,OH,Fulton County,39051,41.597264,-84.124267
Gallia,Ohio,OH,Gallia County,39053,38.817046,-82.301746
Geauga,Ohio,OH,Geauga County,39055,41.499322,-81.173505
Greene,Ohio,OH,Greene County,39057,39.687479,-83.894894
Guernsey,Ohio,OH,Guernsey County,39059,40.056665,-81.497875
Hamilton,Ohio,OH,Hamilton County,39061,39.196927,-84.544187
Hancock,Ohio,OH,Hancock County,39063,41.000471,-83.666034
Hardin,Ohio,OH,Hardin County,39065,40.660415,-83.664077
Harrison,Ohio,OH,Harrison County,39067,40.292318,-81.091565
Henry,Ohio,OH,Henry County,39069,41.331584,-84.0689
Highland,Ohio,OH,Highland County,39071,39.184422,-83.601359
Hocking,Ohio,OH,Hocking County,39073,39.490342,-82.483447
Holmes,Ohio,OH,Holmes County,39075,40.565597,-81.930001
Huron,Ohio,OH,Huron County,39077,41.14508,-82.594641
Jackson,Ohio,OH,Jackson County,39079,39.013477,-82.614142
Jefferson,Ohio,OH,Jefferson County,39081,40.399384,-80.763527
Knox,Ohio,OH,Knox County,39083,40.40362,-82.422393
Lake,Ohio,OH,Lake County,39085,41.924116,-81.392643
Lawrence,Ohio,OH,Lawrence County,39087,38.603866,-82.517186
Licking,Ohio,OH,Licking County,39089,40.091505,-82.483435
Logan,Ohio,OH,Logan County,39091,40.387553,-83.766343
Lorain,Ohio,OH,Lorain County,39093,41.438805,-82.179722
Lucas,Ohio,OH,Lucas County,39095,41.682321,-83.468903
Madison,Ohio,OH,Madison County,39097,39.896607,-83.400885
Mahoning,Ohio,OH,Mahoning County,39099,41.01088,-80.770396
Marion,Ohio,OH,Marion County,39101,40.588034,-83.168803
Medina,Ohio,OH,Medina County,39103,41.116174,-81.899764
Meigs,Ohio,OH,Meigs County,39105,39.089807,-82.028397
Mercer,Ohio,OH,Mercer County,39107,40.535333,-84.632059
Miami,Ohio,OH,Miami County,39109,40.053326,-84.228413
Monroe,Ohio,OH,Monroe County,39111,39.726253,-81.090983
Montgomery,Ohio,OH,Montgomery County,39113,39.753736,-84.290591
Morgan,Ohio,OH,Morgan County,39115,39.624946,-81.861697
Morrow,Ohio,OH,Morrow County,39117,40.525266,-82.797729
Muskingum,Ohio,OH,Muskingum County,39119,39.966046,-81.943506
Noble,Ohio,OH,Noble County,39121,39.767232,-81.452493
Ottawa,Ohio,OH,Ottawa County,39123,41.545495,-83.012613
Paulding,Ohio,OH,Paulding County,39125,41.118948,-84.582125
Perry,Ohio,OH,Perry County,39127,39.743187,-82.237952
Pickaway,Ohio,OH,Pickaway County,39129,39.648947,-83.052827
Pike,Ohio,OH,Pike County,39131,39.071341,-83.052911
Portage,Ohio,OH,Portage County,39133,41.16897,-81.196962
Preble,Ohio,OH,Preble County,39135,39.73881,-84.644758
Putnam,Ohio,OH,Putnam County,39137,41.024533,-84.129879
Richland,Ohio,OH,Richland County,39139,40.774159,-82.542781
Ross,Ohio,OH,Ross County,39141,39.323897,-83.059536
Sandusky,Ohio,OH,Sandusky County,39143,41.355319,-83.142776
Scioto,Ohio,OH,Scioto County,39145,38.814889,-82.998675
Seneca,Ohio,OH,Seneca County,39147,41.119992,-83.127547
Shelby,Ohio,OH,Shelby County,39149,40.33668,-84.204142
Stark,Ohio,OH,Stark County,39151,40.814131,-81.365667
Summit,Ohio,OH,Summit County,39153,41.121847,-81.534928
Trumbull,Ohio,OH,Trumbull County,39155,41.306374,-80.7704
Tuscarawas,Ohio,OH,Tuscarawas County,39157,40.44749,-81.471105
Union,Ohio,OH,Union County,39159,40.295901,-83.367042
Van Wert,Ohio,OH,Van Wert County,39161,40.85552,-84.585775
Vinton,Ohio,OH,Vinton County,39163,39.252042,-82.485961
Warren,Ohio,OH,Warren County,39165,39.425652,-84.169906
Washington,Ohio,OH,Washington County,39167,39.450676,-81.490636
Wayne,Ohio,OH,Wayne County,39169,40.829661,-81.887194
Williams,Ohio,OH,Williams County,39171,41.564959,-84.584324
Wood,Ohio,OH,Wood County,39173,41.360183,-83.622682
Wyandot,Ohio,OH,Wyandot County,39175,40.839782,-83.313681
Adair,Oklahoma,OK,Adair County,40001,35.898043,-94.651026
Alfalfa,Oklahoma,OK,Alfalfa County,40003,36.729703,-98.323445
Atoka,Oklahoma,OK,Atoka County,40005,34.392469,-96.036558
Beaver,Oklahoma,OK,Beaver County,40007,36.748334,-100.483056
Beckham,Oklahoma,OK,Beckham County,40009,35.270601,-99.690057
Blaine,Oklahoma,OK,Blaine County,40011,35.877782,-98.428934
Bryan,Oklahoma,OK,Bryan County,40013,33.964004,-96.264137
Caddo,Oklahoma,OK,Caddo County,40015,35.16792,-98.381045
Canadian,Oklahoma,OK,Canadian County,40017,35.543354,-97.979889
Carter,Oklahoma,OK,Carter County,40019,34.251848,-97.287927
Cherokee,Oklahoma,OK,Cherokee County,40021,35.904367,-94.996796
Choctaw,Oklahoma,OK,Choctaw County,40023,34.027645,-95.554208
Cimarron,Oklahoma,OK,Cimarron County,40025,36.74839,-102.517698
Cleveland,Oklahoma,OK,Cleveland County,40027,35.206376,-97.323088
Coal,Oklahoma,OK,Coal County,40029,34.582861,-96.288039
Comanche,Oklahoma,OK,Comanche County,40031,34.66263,-98.476612
Cotton,Oklahoma,OK,Cotton County,40033,34.290676,-98.373438
Craig,Oklahoma,OK,Craig County,40035,36.76389,-95.201553
Creek,Oklahoma,OK,Creek County,40037,35.907732,-96.379793
Custer,Oklahoma,OK,Custer County,40039,35.645601,-98.997386
Delaware,Oklahoma,OK,Delaware County,40041,36.393375,-94.808217
Dewey,Oklahoma,OK,Dewey County,40043,35.97796,-99.014385
Ellis,Oklahoma,OK,Ellis County,40045,36.224258,-99.750139
Garfield,Oklahoma,OK,Garfield County,40047,36.378054,-97.78845
Garvin,Oklahoma,OK,Garvin County,40049,34.70935,-97.312723
Grady,Oklahoma,OK,Grady County,40051,35.021058,-97.88689
Grant,Oklahoma,OK,Grant County,40053,36.788254,-97.788151
Greer,Oklahoma,OK,Greer County,40055,34.933853,-99.552968
Harmon,Oklahoma,OK,Harmon County,40057,34.745971,-99.844194
Harper,Oklahoma,OK,Harper County,40059,36.80035,-99.662805
Haskell,Oklahoma,OK,Haskell County,40061,35.232295,-95.109576
Hughes,Oklahoma,OK,Hughes County,40063,35.052934,-96.251183
Jackson,Oklahoma,OK,Jackson County,40065,34.594006,-99.412235
Jefferson,Oklahoma,OK,Jefferson County,40067,34.105082,-97.83889
Johnston,Oklahoma,OK,Johnston County,40069,34.313455,-96.654254
Kay,Oklahoma,OK,Kay County,40071,36.814885,-97.143862
Kingfisher,Oklahoma,OK,Kingfisher County,40073,35.949436,-97.934557
Kiowa,Oklahoma,OK,Kiowa County,40075,34.921489,-98.981617
Latimer,Oklahoma,OK,Latimer County,40077,34.875137,-95.272262
Le Flore,Oklahoma,OK,Le Flore County,40079,34.897356,-94.695074
Lincoln,Oklahoma,OK,Lincoln County,40081,35.703117,-96.881392
Logan,Oklahoma,OK,Logan County,40083,35.914151,-97.450764
Love,Oklahoma,OK,Love County,40085,33.957804,-97.245093
Major,Oklahoma,OK,McClain County,40087,35.016436,-97.449803
Marshall,Oklahoma,OK,McCurtain County,40089,34.117073,-94.766086
Mayes,Oklahoma,OK,McIntosh County,40091,35.369108,-95.671787
McClain,Oklahoma,OK,Major County,40093,36.313119,-98.542015
McCurtain,Oklahoma,OK,Marshall County,40095,34.027007,-96.770533
McIntosh,Oklahoma,OK,Mayes County,40097,36.303804,-95.235638
Murray,Oklahoma,OK,Murray County,40099,34.485766,-97.071557
Muskogee,Oklahoma,OK,Muskogee County,40101,35.617551,-95.383911
Noble,Oklahoma,OK,Noble County,40103,36.384901,-97.236335
Nowata,Oklahoma,OK,Nowata County,40105,36.789615,-95.613312
Okfuskee,Oklahoma,OK,Okfuskee County,40107,35.466804,-96.327762
Oklahoma,Oklahoma,OK,Oklahoma County,40109,35.554611,-97.409401
Okmulgee,Oklahoma,OK,Okmulgee County,40111,35.6435,-95.965947
Osage,Oklahoma,OK,Osage County,40113,36.624299,-96.408112
Ottawa,Oklahoma,OK,Ottawa County,40115,36.835764,-94.802681
Pawnee,Oklahoma,OK,Pawnee County,40117,36.313704,-96.696669
Payne,Oklahoma,OK,Payne County,40119,36.079225,-96.975255
Pittsburg,Oklahoma,OK,Pittsburg County,40121,34.92554,-95.74813
Pontotoc,Oklahoma,OK,Pontotoc County,40123,34.721446,-96.691971
Pottawatomie,Oklahoma,OK,Pottawatomie County,40125,35.211393,-96.957007
Pushmataha,Oklahoma,OK,Pushmataha County,40127,34.377899,-95.408082
Roger Mills,Oklahoma,OK,Roger Mills County,40129,35.708554,-99.741572
Rogers,Oklahoma,OK,Rogers County,40131,36.377794,-95.601383
Seminole,Oklahoma,OK,Seminole County,40133,35.158366,-96.602857
Sequoyah,Oklahoma,OK,Sequoyah County,40135,35.502435,-94.750757
Stephens,Oklahoma,OK,Stephens County,40137,34.481361,-97.855607
Texas,Oklahoma,OK,Texas County,40139,36.746317,-101.483855
Tillman,Oklahoma,OK,Tillman County,40141,34.371085,-98.931701
Tulsa,Oklahoma,OK,Tulsa County,40143,36.120318,-95.941813
Wagoner,Oklahoma,OK,Wagoner County,40145,35.963479,-95.514098
Washington,Oklahoma,OK,Washington County,40147,36.70438,-95.906155
Washita,Oklahoma,OK,Washita County,40149,35.289497,-98.991436
Woods,Oklahoma,OK,Woods County,40151,36.726984,-98.863649
Woodward,Oklahoma,OK,Woodward County,40153,36.425619,-99.273661
Baker,Oregon,OR,Baker County,41001,44.703427,-117.691933
Benton,Oregon,OR,Benton County,41003,44.493882,-123.424664
Clackamas,Oregon,OR,Clackamas County,41005,45.160493,-122.195127
Clatsop,Oregon,OR,Clatsop County,41007,46.024509,-123.705037
Columbia,Oregon,OR,Columbia County,41009,45.941932,-123.081079
Coos,Oregon,OR,Coos County,41011,43.18591,-124.094133
Crook,Oregon,OR,Crook County,41013,44.163054,-120.371585
Curry,Oregon,OR,Curry County,41015,42.466439,-124.210929
Deschutes,Oregon,OR,Deschutes County,41017,43.915118,-121.225575
Douglas,Oregon,OR,Douglas County,41019,43.286328,-123.154476
Gilliam,Oregon,OR,Gilliam County,41021,45.43059,-120.319901
Grant,Oregon,OR,Grant County,41023,44.496326,-119.014057
Harney,Oregon,OR,Harney County,41025,43.064449,-118.987169
Hood River,Oregon,OR,Hood River County,41027,45.511775,-121.655976
Jackson,Oregon,OR,Jackson County,41029,42.411621,-122.675611
Jefferson,Oregon,OR,Jefferson County,41031,44.645151,-121.178632
Josephine,Oregon,OR,Josephine County,41033,42.386983,-123.57162
Klamath,Oregon,OR,Klamath County,41035,42.683761,-121.646168
Lake,Oregon,OR,Lake County,41037,42.788401,-120.38979
Lane,Oregon,OR,Lane County,41039,43.928329,-122.89769
Lincoln,Oregon,OR,Lincoln County,41041,44.641061,-123.911212
Linn,Oregon,OR,Linn County,41043,44.488898,-122.537208
Malheur,Oregon,OR,Malheur County,41045,43.188625,-117.603191
Marion,Oregon,OR,Marion County,41047,44.900898,-122.57626
Morrow,Oregon,OR,Morrow County,41049,45.425496,-119.602311
Multnomah,Oregon,OR,Multnomah County,41051,45.547711,-122.417363
Polk,Oregon,OR,Polk County,41053,44.900375,-123.398673
Sherman,Oregon,OR,Sherman County,41055,45.399216,-120.678512
Tillamook,Oregon,OR,Tillamook County,41057,45.45589,-123.759299
Umatilla,Oregon,OR,Umatilla County,41059,45.5912,-118.73388
Union,Oregon,OR,Union County,41061,45.304081,-117.999149
Wallowa,Oregon,OR,Wallowa County,41063,45.593753,-117.18558
Wasco,Oregon,OR,Wasco County,41065,45.164536,-121.165069
Washington,Oregon,OR,Washington County,41067,45.553542,-123.097615
Yamhill,Oregon,OR,Wheeler County,41069,44.736415,-120.026861
Adams,Pennsylvania,OR,Yamhill County,41071,45.247827,-123.316399
Allegheny,Pennsylvania,PA,Adams County,42001,39.869471,-77.21773
Armstrong,Pennsylvania,PA,Allegheny County,42003,40.469757,-79.980451
Beaver,Pennsylvania,PA,Armstrong County,42005,40.81238,-79.464129
Bedford,Pennsylvania,PA,Beaver County,42007,40.68414,-80.350721
Berks,Pennsylvania,PA,Bedford County,42009,39.998634,-78.494747
Blair,Pennsylvania,PA,Berks County,42011,40.413957,-75.92686
Bradford,Pennsylvania,PA,Blair County,42013,40.498654,-78.309597
Bucks,Pennsylvania,PA,Bradford County,42015,41.791504,-76.502123
Butler,Pennsylvania,PA,Bucks County,42017,40.336887,-75.10706
Cambria,Pennsylvania,PA,Butler County,42019,40.913847,-79.918978
Cameron,Pennsylvania,PA,Cambria County,42021,40.510222,-78.710478
Carbon,Pennsylvania,PA,Cameron County,42023,41.438291,-78.198323
Centre,Pennsylvania,PA,Carbon County,42025,40.918367,-75.705039
Chester,Pennsylvania,PA,Centre County,42027,40.909128,-77.847877
Clarion,Pennsylvania,PA,Chester County,42029,39.974029,-75.749752
Clearfield,Pennsylvania,PA,Clarion County,42031,41.198159,-79.420369
Clinton,Pennsylvania,PA,Clearfield County,42033,41.000249,-78.473749
Columbia,Pennsylvania,PA,Clinton County,42035,41.262624,-77.69636
Crawford,Pennsylvania,PA,Columbia County,42037,41.045517,-76.40426
Cumberland,Pennsylvania,PA,Crawford County,42039,41.687876,-80.107795
Dauphin,Pennsylvania,PA,Cumberland County,42041,40.164805,-77.263442
